gotu	covered_length	total_length	coverage_ratio	strain
G001713665	21217	3844604	0.0055186437927027075	Acinetobacter pittii UKK-0540
G000010165	21204	6296436	0.0033676193961155168	Brevibacillus brevis NBRC 100599
G001420715	21175	5297592	0.003997099059346209	Bacillus shackletonii LMG 18435
G001552785	21160	1452105	0.014571948998178506	Atopobium deltae DNF00019
G001420855	21068	6227942	0.0033828189151408282	Bacillus thuringiensis YWC2-8
G000756775	21033	3673759	0.005725198631701209	Pseudomonas saudiphocaensis 20_BN
G000017245	21024	2319663	0.009063385500393806	Actinobacillus succinogenes 130Z
G000428745	20962	2203313	0.00951385481772222	Veillonella magna DSM 19857
G000686065	20932	3464030	0.006042672840593182	Butyrivibrio sp. AE3003 ASM68606v1
G001434255	20866	3261379	0.006397907142960079	Lactobacillus diolivorans DSM 14421
G000771775	20718	2611151	0.007934431980379533	Gallibacterium anatis 21T2
G000380125	20716	2358538	0.008783407348111415	Streptococcus ovis DSM 16829
G000019405	20692	2263857	0.00914015328706716	Haemophilus somnus 2336
G000373745	20640	2668297	0.007735270848784824	Oligella ureolytica DSM 18253
G000244895	20612	5660978	0.0036410669675805136	Desulfosporosinus youngiae DSM 17734
G000741255	20590	1822476	0.011297816816243396	Bifidobacterium magnum LMG 11591
G000146285	20480	2152970	0.009512440953659364	Mobiluncus curtisii subsp. curtisii ATCC 35241
G001311075	20454	3453494	0.005922697418903869	Lactobacillus similis DSM 23365 = JCM 2765
G000745125	20415	2518244	0.008106839527861478	Carnobacterium jeotgali MS3 ASM74512v1
G000612685	20407	3952818	0.005162645990784296	Castellaniella defragrans 65Phen
G000236665	20376	3806980	0.00535227398095078	Dechlorosoma suillum PS
G001435835	20254	1898108	0.010670625696746445	Lactobacillus concavus DSM 17758
G000701545	20250	2760118	0.007336642853675097	Lachnospiraceae bacterium AC2014 ASM70154v1
G000007945	20232	1698955	0.011908496693555745	Haemophilus ducreyi 35000HP
G000224985	20227	2066652	0.009787327522969519	Lactobacillus ruminis ATCC 27782
G001940805	20154	1965334	0.010254745503817672	Methanocorpusculaceae archaeon Phil4 ASM194080v1
G900107885	20142	3779259	0.005329616202541292	Lonsdalea quercina ATCC 29281
G001188545	20092	2855818	0.007035462343888861	Enhydrobacter aerosaccus CGMCC9176
G001518815	19932	4834356	0.004122989701213564	Pseudomonas oryzihabitans USDA-ARS-USMARC-56511
G000745265	19899	5710276	0.0034847702632937534	Massilia sp. 9096 ASM74526v1
G000967305	19876	4248684	0.00467815445912193	Alcaligenes faecalis ZD02
G000179395	19845	3433007	0.005780646529412844	Corynebacterium variabile DSM 44702
G000190695	19842	2220455	0.00893600635905704	Kingella denitrificans ATCC 33394
G000021045	19806	5365318	0.0036914866928670397	Azotobacter vinelandii DJ
G000953875	19805	4669233	0.004241595996601583	Ralstonia mannitolilytica MRY14-0246
G000379945	19739	2214526	0.008913419846955963	Porphyromonas macacae DSM 20710 = JCM 13914 DSM 20710
G000400505	19727	4631867	0.004258973757234394	Dickeya paradisiaca NCPPB 2511
G000686605	19664	2138493	0.009195260400665328	Streptococcus sobrinus DSM 20742 = ATCC 33478 DSM 20742 ASM68660v1
G001184755	19625	6134829	0.003198948169541482	Bacillus sp. FJAT-27238 ASM118475v1
G000372965	19562	6112094	0.003200539782274291	Hoeflea sp. 108 ASM37296v1
G000178475	19550	1540806	0.01268816450610914	Lactobacillus amylolyticus DSM 11664 ASM17847v1
G000024205	19534	4545624	0.0042973197959180085	Desulfotomaculum acetoxidans DSM 771
G000231385	19500	4873567	0.004001176140596816	Desulfosporosinus meridiei DSM 13257
G000187995	19440	1916985	0.010140924420378877	Streptococcus macacae NCTC 11558
G000484505	19433	4352205	0.004465092981603578	Clostridium autoethanogenum DSM 10061 ASM48450v1
G001436595	19424	3476170	0.005587758941593766	Lactobacillus similis DSM 23365 = JCM 2765 DSM 23365
G000744285	19378	2662616	0.00727780498577339	Carnobacterium pleistocenium FTR1
G001765415	19268	1867336	0.010318442958310662	Candidatus Melainabacteria bacterium MEL.A1 ASM176541v1
G001434365	19250	1848461	0.010414068784789076	Lactobacillus gastricus DSM 16045
G001243895	19233	3987368	0.004823482557917905	Bacillus testis SIT10
G000271445	19204	3426323	0.005604842275523937	Lactobacillus pentosus KCA1
G000466385	19074	5313859	0.0035894817683344627	Aneurinibacillus aneurinilyticus ATCC 12856
G001642655	19031	3134437	0.006071584785401653	Clostridium tyrobutyricum KCTC 5387
G000503775	19030	5545940	0.00343133896147452	Brevibacillus panacihumi W25
G000021385	19027	4040304	0.004709299102245772	Desulfovibrio vulgaris str. 'Miyazaki F' Miyazaki F
G000498575	18901	5454863	0.0034649816136537253	Pseudomonas taeanensis MS-3
G000348525	18879	2668385	0.0070750660043434515	Avibacterium paragallinarum 221
G000191145	18879	3862530	0.00488772902734736	Acinetobacter pittii PHEA-2
G000585355	18820	3287991	0.005723859949738305	Prevotella oryzae DSM 17970
G001408335	18693	2999584	0.006231864151829054	Kocuria salsicia G1 isolate Kocuria salsicia
G000590475	18685	4731359	0.003949182465333956	Pseudomonas stutzeri 28a24
G000816495	18675	2899785	0.0064401326305226075	Acinetobacter harbinensis HITLi 7
G001704385	18669	4081835	0.004573678259900266	Macellibacteroides sp. HH-ZS ASM170438v1
G000008765	18651	4132880	0.004512833665627843	Clostridium acetobutylicum ATCC 824
G000305935	18648	2939057	0.006344892256257705	Thermacetogenium phaeum DSM 12270 ASM30593v1
G000185145	18630	2839537	0.0065609287711341675	Prevotella oralis ATCC 33269
G000299335	18626	4168427	0.004468352210558083	Alcanivorax pacificus W11-5
G000242895	18540	4815602	0.003849985941529221	Bacillus sp. 1NLA3E ASM24289v3
G001190745	18539	2281652	0.008125253106082786	Campylobacter gracilis ATCC 33236
G000176855	18523	5482170	0.0033787715448444686	Acidovorax avenae subsp. avenae ATCC 19860
G000023585	18510	7184930	0.00257622551646293	Paenibacillus sp. JDR-2 ASM2358v1
G000622125	18425	2042026	0.00902290176520769	Kandleria vitulina MC3001
G000832605	18324	5637053	0.0032506346844707688	Bacillus mycoides ATCC 6462
G000195755	18258	3773159	0.004838916144270623	Desulfovibrio vulgaris str. Hildenborough
G000214435	18257	2892255	0.0063123756376944635	Desulfotomaculum nigrificans CO-1-SRB
G000772365	18227	2483375	0.0073396083958322846	Gallibacterium anatis 12158-5
G000389635	18196	5044100	0.0036073828829721855	Clostridium pasteurianum BC1
G000468755	18084	2724935	0.00663648857679174	Olsenella profusa F0195
G000445105	18074	5360246	0.003371860172089117	Sphingobium lactosutens DS20
G001702135	18058	1452432	0.012432940061909955	Lactobacillus lindneri TMW 1.481
G000426745	18045	1870913	0.009645023579396797	Veillonella montpellierensis DSM 17217
G000242215	17961	2312695	0.007766264033951731	Fusobacterium necrophorum subsp. funduliforme 1_1_36S
G000165505	17960	3132314	0.005733780202112559	Ilyobacter polytropus DSM 2926
G900110565	17958	2407645	0.007458740802734622	Denitrobacterium detoxificans DSM 21843
G000018325	17925	3123558	0.005738648041752386	Alkaliphilus oremlandii OhILAs
G001471555	17892	2602401	0.006875189488476219	Staphylococcus capitis FDAARGOS_173
G000383895	17847	6272951	0.0028450724387931612	Duganella zoogloeoides ATCC 25935
G000744825	17828	2632867	0.006771325706919492	Carnobacterium mobile DSM 4848 MT37L
G000430805	17775	3685547	0.004822893318142463	Chitinilyticum aquatile DSM 21506
G001434555	17726	1548566	0.01144671909366472	Lactobacillus amylotrophicus DSM 20534
G001046635	17683	5313474	0.0033279545547790393	Novosphingobium barchaimii LL02
G001908275	17655	7098239	0.00248723662305538	Paenibacillus xylanexedens PAMC 22703
G000006605	17595	2476822	0.007103861319061281	Corynebacterium jeikeium K411 K411 = NCTC 11915
G000270085	17573	1787941	0.009828624098893644	Erysipelothrix rhusiopathiae str. Fujisawa
G001477625	17553	5169161	0.003395715474909758	Paucibacter sp. KCTC 42545 ASM147762v1
G001638255	17452	1443667	0.01208866033510498	Streptococcus pyogenes SST2090-1
G000431495	17439	2435306	0.007160907089293912	Firmicutes bacterium CAG:791 MGS791
G001045675	17369	3236325	0.005366889913713858	Megasphaera cerevisiae DSM 20462
G000294775	17321	5848607	0.0029615599064871344	Bacillus oceanisediminis 2691
G000377005	17295	1927889	0.008970952165814526	Streptococcus minor DSM 17118
G000438435	17247	2198385	0.007845304621347034	Ruminococcus sp. CAG:624 MGS624
G001317355	17234	4510552	0.003820818383204539	Oxobacter pfennigii DSM 3222
G000179615	17222	5452778	0.003158390090335605	Paenibacillus curdlanolyticus YK9
G000025925	17176	3619559	0.004745329472457833	Prevotella ruminicola 23 Bryant 23
G000433175	17154	2720906	0.006304517686388284	Prevotella sp. CAG:1058 MGS1058
G000185425	17139	2122126	0.008076334769942971	Mobiluncus curtisii ATCC 51333
G900115215	17137	3371868	0.005082346046761024	Pseudobutyrivibrio sp. UC1225 IMG-taxon 2606217737 annotated assembly
G000374545	17093	3475815	0.004917695562048038	Anaeromusa acidaminophila DSM 3853
G000324005	17065	4341435	0.003930727973584771	Yersinia pestis CMCC12003
G000323645	17063	4366271	0.003907911350440685	Yersinia pestis 91
G000424445	17009	3790484	0.004487289749805038	Oribacterium sp. NK2B42 ASM42444v1
G000832905	17007	3366995	0.005051091551962507	Bacillus coagulans DSM 1 = ATCC 7050 ASM83290v1
G001617605	16997	3420739	0.004968809371308364	Rummeliibacillus stabekisii PP9
G000023845	16996	1617804	0.010505598947709364	Cryptobacterium curtum DSM 15641
G000702065	16995	2126709	0.007991220237465492	Kandleria vitulina DSM 20405 ASM70206v1
G900116785	16941	2277081	0.007439788044430567	Eubacterium pyruvativorans KHGC13
G000832305	16938	8421483	0.0020112847107807497	Cupriavidus basilensis 4G11
G000325285	16879	4365909	0.0038660906583256774	Yersinia pestis MGJZ7
G000949425	16856	5787303	0.0029125829423481023	Paenibacillus sp. IHBB 10380 isolate IHBB
G000702585	16837	3037601	0.005542860961660205	Exiguobacterium aurantiacum DSM 6208
G000247525	16834	3454940	0.004872443515661632	Ruminococcus flavefaciens 17
G900115385	16821	2275694	0.007391591312364492	Eubacterium pyruvativorans KHPC4
G000323725	16812	4413119	0.0038095505695631593	Yersinia pestis A1973001
G000320465	16771	4427639	0.0037877975146573604	Yersinia pestis 2330
G000741285	16743	2170490	0.007713926348428235	Bifidobacterium mongoliense DSM 21395 Bifmon
G001278805	16743	5265521	0.0031797423274923793	Bacillus sp. FJAT-18017 ASM127880v1
G000758725	16738	6812473	0.0024569638661320198	Paenibacillus odorifer DSM 15391
G000407605	16718	2301651	0.007263481735502037	Enterococcus sulfureus ATCC 49903 Ente_sulf_ATCC49903_V2
G000964095	16706	3015705	0.005539666512473866	Acinetobacter indicus KM7
G000019165	16702	3075407	0.005430825903693397	Heliobacterium modesticaldum Ice1
G001434695	16693	1590323	0.010496609808196196	Lactobacillus algidus DSM 15638
G000297025	16688	1905398	0.008758275174005641	Lactobacillus pasteurii DSM 23907 = CRBIP 24.76 type strain:CRBIP 24.76
G001436295	16661	2559201	0.006510235030386437	Lactobacillus vaccinostercus DSM 20634
G000323825	16653	4366616	0.00381370837279944	Yersinia pestis CMCC03001
G001436275	16637	2117633	0.007856413268965868	Lactobacillus oeni DSM 19972
G900141825	16616	3420924	0.004857167244873023	Pseudobutyrivibrio xylanivorans DSM 14809
G000014505	16606	1832387	0.009062496077520741	Pediococcus pentosaceus ATCC 25745
G001311785	16599	2420749	0.006856968648959475	Lactobacillus saniviri JCM 17471 = DSM 24301 JCM 17471
G000597865	16592	3055036	0.005431032563937054	Peptoclostridium acidaminophilum DSM 3953
G001586195	16570	3991226	0.004151606548965155	Solibacillus silvestris DSM 12223
G001278755	16555	4215291	0.003927368241006374	Bacillus sp. FJAT-22090 ASM127875v1
G900142485	16548	3826342	0.004324757170164089	Fibrobacter sp. UWB12 IMG-taxon 2700988683 annotated assembly
G000016165	16539	3608104	0.004583847915692009	Desulfotomaculum reducens MI-1
G000245755	16432	2096464	0.007837959535675308	Helcococcus kunzii ATCC 51366
G000953215	16415	2229578	0.0073623797866681495	[Clostridium] cellulosi DG5
G000619945	16392	4753597	0.003448336070558779	Clostridium lundense DSM 17049
G000772295	16384	2374299	0.006900563071458144	Gallibacterium anatis str. Avicor
G000436595	16370	2952552	0.005544356204395384	Prevotella sp. CAG:1124 MGS1124
G000711235	16318	4299196	0.003795593408628032	Prevotella sp. 10(H) ASM71123v1
G000818395	16316	5384605	0.0030301201295173928	Herbaspirillum sp. TSA66 ASM81839v1
G001447335	16306	4400034	0.003705880454560124	Aeromonas schubertii WL1483
G001411495	16271	8605945	0.0018906697637505235	Burkholderia cepacia ATCC 25416 UCB 717
G000069945	16264	2369219	0.006864709425342275	Corynebacterium urealyticum DSM 7109
G000712295	16249	2741240	0.005927609403043878	Synergistes jonesii 78-1 sjonesii4.0
G000284095	16235	3631933	0.004470071446802571	Selenomonas ruminantium subsp. lactilytica TAM6421
G001434745	16225	2336325	0.006944667372904027	Lactobacillus alimentarius DSM 20249
G000381005	16218	2688760	0.0060317767297936595	Selenomonas bovis DSM 23594
G000752395	16211	4050101	0.004002616231052016	Bacillus andreraoultii (G000752395)
G000228385	16158	2073661	0.007792016149216289	Streptococcus sobrinus TCI-376
G000231405	16149	3176073	0.005084580864482649	Desulfitobacterium metallireducens DSM 15288
G000228205	16114	2073661	0.007770797637608076	Streptococcus sobrinus TCI-349
G000228185	16028	2057099	0.007791555000512858	Streptococcus sobrinus TCI-348
G000758685	15971	5658798	0.0028223308200787515	Paenibacillus stellifer DSM 14472
G000325265	15913	4368072	0.0036430260307064536	Yersinia pestis MGJZ6
G000832985	15838	5746640	0.0027560452716717944	Bacillus megaterium NBRC 15308 = ATCC 14581 ASM83298v1
G000221945	15833	2453490	0.006453256381725623	Avibacterium paragallinarum 72
G001697225	15804	3243537	0.0048724586770553255	Immundisolibacter cernigliae TR3.2
G001603905	15790	3234207	0.004882185957794291	Fibrobacterales bacterium Fibro_02 ASM160390v1
G001462305	15789	3255637	0.004849742154914691	Fibrobacteria bacterium AD80 ASM146230v1
G000959725	15773	8899459	0.0017723549262938342	Burkholderia gladioli ATCC 10248
G000812025	15745	3805822	0.0041370826065958944	Bacillus thermotolerans SGZ-8
G000599985	15745	3139412	0.005015270375471585	Gilliamella apicola wkB1
G001604185	15731	3723149	0.004225186797520057	Clostridiales bacterium Firm_16 ASM160418v1
G000219805	15727	1441470	0.010910390087896384	Weissella koreensis KACC 15510
G000772915	15662	1659203	0.009439471842806456	Streptococcus phocae subsp. salmonis C-4
G001814535	15592	2628118	0.005932762531971548	Actinomyces sp. HMSC065F12 ASM181453v1
G000829195	15588	3594618	0.004336483042148011	Bacillus sp. OxB-1 ASM82919v1
G000169155	15582	2889774	0.00539211716902429	Thermosinus carboxydivorans Nor1
G000324985	15581	4399336	0.003541670833962216	Yersinia pestis I160001
G000324485	15519	4264825	0.003638836294572462	Yersinia pestis CMCC92004
G001274535	15463	2444904	0.006324583705536086	Leptotrichia sp. oral taxon 212 W10393
G000818095	15316	4119509	0.003717918810227141	Jeotgalibacillus malaysiensis ASM81809v1
G000245795	15302	1717767	0.008908076590131257	Facklamia languida CCUG 37842
G000711975	15301	2622239	0.005835089783959433	Desulfotomaculum alkaliphilum DSM 12257
G000260635	15240	2286440	0.00666538374066234	Lactobacillus acidipiscis KCTC 13900
G001182825	15088	1548621	0.009742861552310087	Streptococcus sp. X13SY08 ASM118282v2
G000014805	15086	4744448	0.003179716586629256	Aeromonas hydrophila subsp. hydrophila ATCC 7966
G001447195	15061	4592999	0.0032791211145484682	Aquabacterium parvum B6
G000807275	15049	2692351	0.005589538659706702	Frischella perrara PEB0191
G000413315	15018	2711056	0.005539538836527169	Propionibacterium sp. oral taxon 192 str. F0372
G000247605	14976	4044777	0.0037025526994442465	Acetobacterium woodii DSM 1030
G000185505	14961	2362882	0.006331674624462838	Pseudoramibacter alactolyticus ATCC 23263
G000021985	14892	3464554	0.004298388768078085	Thioalkalivibrio sulfidiphilus HL-EbGr7 HL-EbGR7
G000733515	14889	5272435	0.0028239323955629608	Brevibacillus laterosporus B9
G000505545	14870	3548922	0.004190004739467365	Kurthia huakuii LAM0618
G000255115	14866	4991181	0.002978453396100041	Desulfosporosinus acidiphilus SJ4
G001434065	14844	1910253	0.00777069843628043	Lactobacillus sakei subsp. sakei DSM 20017 = JCM 1157 DSM 20017
G000323565	14830	4344510	0.003413503479103512	Yersinia pestis 7338
G000158295	14826	1960925	0.007560717518518046	Fusobacterium necrophorum D12
G000325145	14820	4383307	0.0033810089049204173	Yersinia pestis K11973002
G900103315	14800	3296581	0.004489499878813838	Prevotella bryantii FB3001
G001439585	14780	3664835	0.004032923719621756	Aneurinibacillus sp. XH2 ASM143958v2
G000615365	14772	1908197	0.0077413390755776265	Lactobacillus sakei subsp. sakei DSM 20017 = JCM 1157
G001553215	14772	2355383	0.006271591499131988	Porphyromonas somerae KA00683
G000233535	14769	2163862	0.0068252966224278625	Olsenella sp. oral taxon 809 str. F0356
G000374345	14749	3318479	0.004444506052320958	Bacillus acidiproducens DSM 23148
G000235605	14724	5863081	0.0025113076213683556	Desulfosporosinus orientis DSM 765
G000023885	14713	3165038	0.004648601375402128	Slackia heliotrinireducens DSM 20476
G000473245	14700	4884713	0.003009388678516015	Bacillus infantis NRRL B-14911
G900129925	14672	2021907	0.0072565157546811004	Anaerosphaera aminiphila DSM 21120
G000011905	14670	1469720	0.009981493073510601	Dehalococcoides mccartyi 195
G000424425	14661	4315442	0.0033973345024681132	Butyrivibrio fibrisolvens FE2007
G000007625	14641	2873333	0.005095476229173577	Clostridium tetani E88 Massachusetts substr. E88
G000017465	14625	1971270	0.007419075012555358	Campylobacter curvus 525.92
